name	CTB	EPI	PrE
ENSG00000104833.11_TUBB4A	0.1951426	321.265494928571	404.56514
ENSG00000121310.16_ECHDC2	2.3083554	5.24559564285714	16.8275246666667
ENSG00000139725.7_RHOF	1.71410736666667	22.7545842142857	32.8117503333333
ENSG00000156853.12_ZNF689	0.821850866666667	5.03004721428571	5.25164266666667
ENSG00000107362.13_ABHD17B	3.44705283333333	7.57257371428571	7.00011933333333
ENSG00000114738.10_MAPKAPK3	5.6032057	23.5205951428571	17.2678863333333
ENSG00000260916.7_CCPG1	17.4524442333333	55.0568746428571	45.68478
ENSG00000147130.14_ZMYM3	1.55467393333333	3.5729305	3.54769033333333
ENSG00000168763.15_CNNM3	1.1875947	4.49032171428571	12.9403476666667
ENSG00000156574.9_NODAL	0.2905658	237.904127785714	232.328201666667
ENSG00000169213.6_RAB3B	0.5280741	9.45410171428571	28.337875
ENSG00000196123.12_KIAA0895L	0.332433566666667	2.20776835714286	3.43078266666667
ENSG00000071794.15_HLTF	0.882109766666667	10.0215616428571	17.912748
ENSG00000048028.11_USP28	5.4597017	48.7625478571429	13.7372056666667
ENSG00000158856.18_DMTN	0.115335266666667	7.00021385714286	60.7820623333333
ENSG00000109762.15_SNX25	0.9805014	2.76049042857143	13.2781073333333
ENSG00000177854.7_TMEM187	1.96418356666667	6.79681364285714	7.92123133333333
ENSG00000130748.6_TMEM160	1.24555013333333	8.73176914285714	9.90131733333333
ENSG00000148219.16_ASTN2	0.6958832	5.20918278571429	4.031152
ENSG00000151748.14_SAV1	4.13076033333333	8.44626121428571	15.701157
ENSG00000197747.8_S100A10	0.813719	5.96199857142857	40.8949026666667
ENSG00000113657.12_DPYSL3	0.0135153	4.24611964285714	4.40629966666667
ENSG00000186575.17_NF2	2.84431173333333	13.6812615714286	6.42193566666667
ENSG00000128739.22_SNRPN	19.4169945	77.0295924285714	96.7793476666667
ENSG00000172819.16_RARG	1.10641346666667	4.43125792857143	3.26602766666667
ENSG00000102096.9_PIM2	4.6746092	280.489617428571	41.12526
ENSG00000088305.18_DNMT3B	24.3303610666667	177.114478571429	131.664024
ENSG00000127081.13_ZNF484	0.600978933333333	2.15691521428571	5.477599
ENSG00000137880.5_GCHFR	3.3922101	9.83840835714286	9.555135
ENSG00000148672.8_GLUD1	29.0972413666667	87.0995055	69.2639756666667
ENSG00000172602.10_RND1	0	3.76112985714286	13.850926
ENSG00000117480.15_FAAH	1.21311916666667	4.15433885714286	7.61026166666667
ENSG00000105518.13_TMEM205	8.02307623333333	17.4904621428571	21.6071756666667
