name	CTB	EPI	PrE
ENSG00000145715.14_RASA1	54.3971395	5.26249490909091	8.28989611111111
ENSG00000090339.8_ICAM1	3.23281633333333	0.855617136363636	0.0610353333333333
ENSG00000129173.12_E2F8	31.657334375	5.13775859090909	6.02995811111111
ENSG00000196411.9_EPHB4	25.3079927916667	12.6277154090909	12.4492751111111
ENSG00000105855.9_ITGB8	3.480882875	0.428165727272727	1.58351488888889
ENSG00000002330.13_BAD	54.9517696666667	23.2694051363636	16.0811125555556
ENSG00000082438.15_COBLL1	29.096393625	1.37804059090909	4.12029166666667
ENSG00000245848.2_CEBPA	12.1305488333333	4.04776709090909	5.46481911111111
ENSG00000008513.15_ST3GAL1	39.09787825	5.3355835	3.13328133333333
ENSG00000134900.11_TPP2	46.039008125	17.3895290909091	8.41049222222222
ENSG00000171867.16_PRNP	32.4633742083333	8.14803118181818	3.51245833333333
ENSG00000137944.17_KYAT3	88.9336462083333	32.6712135909091	31.7388588888889
ENSG00000138463.8_DIRC2	24.3129462916667	2.02211222727273	11.7330414444444
ENSG00000170255.7_MRGPRX1	62.917453875	6.5835055	2.83227277777778
ENSG00000174946.6_GPR171	7.10980229166667	2.40239440909091	0
ENSG00000104881.15_PPP1R13L	4.70126679166667	2.20933286363636	2.34103177777778
ENSG00000168528.11_SERINC2	31.9077455833333	4.31481518181818	3.846023
ENSG00000124749.16_COL21A1	36.116773625	9.37449954545455	0.382666666666667
ENSG00000133030.20_MPRIP	10.377013375	4.62513068181818	3.37192244444444
ENSG00000164877.18_MICALL2	8.30197379166667	2.35529131818182	1.41120377777778
ENSG00000005020.12_SKAP2	5.45546470833333	1.83359045454545	1.76718388888889
ENSG00000189120.4_SP6	59.5771743333333	6.76114004545455	1.56138855555556
ENSG00000172380.5_GNG12	89.9913621666667	8.41305827272727	7.55000211111111
ENSG00000068615.18_REEP1	38.7796389583333	0.210500863636364	8.04588477777778
ENSG00000180773.14_SLC36A4	5.25899520833333	1.92021027272727	0.663655111111111
ENSG00000158985.13_CDC42SE2	45.641393625	5.91787013636364	13.2906075555556
ENSG00000129757.13_CDKN1C	184.777326375	7.66489422727273	14.7663694444444
ENSG00000182256.12_GABRG3	2.274177	0.000430818181818182	0.00365922222222222
ENSG00000168769.13_TET2	19.9339116666667	0.933520227272727	9.49769688888889
ENSG00000088387.18_DOCK9	8.08106783333333	1.20999036363636	1.349776
ENSG00000162645.12_GBP2	11.9795380416667	0.0395561818181818	0.054248
ENSG00000214336.4_FOXI3	3.305003875	1.38124572727273	0.0565258888888889
ENSG00000101670.11_LIPG	40.3058629583333	7.17794204545455	11.8292133333333
ENSG00000105397.13_TYK2	4.80226945833333	2.19248568181818	0.148211
ENSG00000106366.8_SERPINE1	2.91912320833333	1.29164481818182	0.737995444444445
ENSG00000143882.11_ATP6V1C2	31.3785128333333	5.79235168181818	8.657931
ENSG00000177058.11_SLC38A9	67.166815625	14.6473812727273	14.8513297777778
ENSG00000137270.10_GCM1	203.353973083333	26.8074174090909	2.29900944444444
ENSG00000141449.14_GREB1L	11.6047917916667	1.19246404545455	0.286762888888889
ENSG00000236279.6_CLEC2L	2.96261066666667	0.738099090909091	1.22496522222222
ENSG00000198561.13_CTNND1	106.710211625	35.9041935909091	33.2943308888889
ENSG00000104490.17_NCALD	4.18965008333333	1.67055	0.464165888888889
ENSG00000185551.14_NR2F2	4.092112875	0.0222505454545455	0.909912888888889
ENSG00000134757.4_DSG3	2.43802533333333	0.7028685	0.00488377777777778
ENSG00000125485.17_DDX31	25.8156485	10.3437263636364	5.92227855555556
ENSG00000133789.14_SWAP70	62.769769125	21.4410228181818	4.016331
ENSG00000143333.6_RGS16	24.1988675833333	5.39907990909091	1.07252988888889
ENSG00000139055.6_ERP27	11.9826745416667	0.0429737272727273	0.113339666666667
ENSG00000165914.14_TTC7B	4.43021775	0.141764272727273	0.141413777777778
ENSG00000166250.11_CLMP	26.6739781666667	2.42363227272727	0.210243666666667
ENSG00000179598.5_PLD6	12.1662572083333	1.41615677272727	0.0601662222222222
