name	CTB	EPI	PrE
ENSG00000177105.9_RHOG	86.3844674333333	41.4677377142857	40.5947066666667
ENSG00000150347.15_ARID5B	19.5128310666667	1.61098678571429	0.00903266666666667
ENSG00000168036.17_CTNNB1	180.652939233333	29.6261435714286	64.267894
ENSG00000115275.12_MOGS	4.79502513333333	1.106143	1.232111
ENSG00000121900.18_TMEM54	3.77557216666667	1.05747678571429	0.0840586666666667
ENSG00000132305.20_IMMT	78.2626016333333	28.368611	31.6565626666667
ENSG00000171291.8_ZNF439	13.8268009666667	1.74801478571429	0.0106686666666667
ENSG00000103005.11_USB1	113.3805271	14.4363078571429	27.5179916666667
ENSG00000140836.16_ZFHX3	6.39710796666667	0.335737214285714	0.867490666666667
ENSG00000004399.12_PLXND1	21.1191571	7.32643921428571	6.41466366666667
ENSG00000179241.12_LDLRAD3	30.8765283666667	3.47915635714286	5.712219
ENSG00000108786.10_HSD17B1	2.85899073333333	0.377878714285714	0.471348666666667
ENSG00000118939.17_UCHL3	151.218740066667	66.4805946428571	56.568494
ENSG00000203485.12_INF2	25.6770829666667	8.49561278571429	5.68692933333333
ENSG00000101849.16_TBL1X	4.86733616666667	0.892583642857143	0.101482333333333
ENSG00000075131.9_TIPIN	99.8480923666667	40.5813492857143	28.2074903333333
ENSG00000184478.7_OR56A3	2.21132143333333	0.654885714285714	0.0432883333333333
ENSG00000270629.5_NBPF14	7.85102666666667	1.26463985714286	0.291746666666667
ENSG00000198420.9_TCAF1	5.42174856666667	0.807101571428571	2.10308333333333
ENSG00000116017.10_ARID3A	23.9602806333333	5.80018092857143	7.96658333333333
ENSG00000140416.20_TPM1	185.325188466667	69.1448855	64.1963083333333
ENSG00000143369.14_ECM1	26.6587875666667	1.60749157142857	0.180129
ENSG00000111875.7_ASF1A	35.9011447333333	14.4849995	5.398936
ENSG00000109458.8_GAB1	17.8185554	6.22929357142857	5.85401233333333
ENSG00000271425.7_NBPF10	3.57130876666667	0.208806214285714	0.006492
ENSG00000131446.16_MGAT1	183.397807566667	55.3286104285714	73.1442066666667
ENSG00000112339.14_HBS1L	39.6092098666667	19.2769865	14.1961693333333
ENSG00000151208.16_DLG5	22.8657696666667	2.72807464285714	1.635896
ENSG00000105854.12_PON2	30.2539551	8.18198192857143	13.3276286666667
ENSG00000067208.14_EVI5	8.25787186666667	2.05890335714286	1.541076
ENSG00000107566.13_ERLIN1	32.8664977666667	10.6596366428571	14.2151136666667
ENSG00000134057.14_CCNB1	412.0182049	106.383982	95.3520163333333
ENSG00000120149.8_MSX2	43.3446344333333	5.48275957142857	7.399196
ENSG00000134317.17_GRHL1	42.3431164333333	4.72003592857143	0.0788476666666667
ENSG00000163935.13_SFMBT1	7.8469065	1.85172528571429	1.57586
ENSG00000136048.13_DRAM1	10.0059945	2.92369014285714	0.339865333333333
ENSG00000013375.15_PGM3	36.101058	8.87109114285714	15.335525
ENSG00000118804.8_STBD1	4.50713906666667	0.121568785714286	1.06605966666667
ENSG00000213401.9_MAGEA12	2.0436343	0.00513385714285714	0
ENSG00000112294.12_ALDH5A1	3.8164944	1.18181414285714	1.57589866666667
ENSG00000178035.11_IMPDH2	216.012762866667	106.702345142857	39.6575243333333
ENSG00000181649.6_PHLDA2	191.348010933333	54.2255193571429	0.672054
ENSG00000151090.18_THRB	3.10490596666667	0.0127362142857143	0.168436333333333
ENSG00000008323.15_PLEKHG6	18.6401633666667	0.974335142857143	8.25780966666667
ENSG00000138821.12_SLC39A8	45.1838639333333	12.5212657857143	2.57289733333333
ENSG00000065615.13_CYB5R4	3.07866463333333	0.363158071428571	1.00759133333333
ENSG00000145632.14_PLK2	139.278518166667	41.0648376428571	16.7754306666667
ENSG00000182534.13_MXRA7	3.10278073333333	0.202159285714286	1.177219
ENSG00000187079.16_TEAD1	22.8836736	1.66869192857143	4.83704133333333
ENSG00000123200.16_ZC3H13	19.6123913	8.55585407142857	7.67233433333333
ENSG00000179348.11_GATA2	327.2381023	22.3232247857143	1.12506233333333
ENSG00000137413.15_TAF8	11.0972612	3.61422935714286	2.54579266666667
ENSG00000125430.8_HS3ST3B1	16.9867360333333	0.925700928571428	0.373295333333333
ENSG00000102531.16_FNDC3A	6.26080393333333	2.53432785714286	1.81910533333333
ENSG00000050820.16_BCAR1	12.4693370666667	3.85080892857143	3.155841
ENSG00000171723.15_GPHN	6.46036683333333	0.9943315	1.793992
ENSG00000269713.7_NBPF9	3.43324026666667	0.904670142857143	1.613334
ENSG00000197702.12_PARVA	22.7869594666667	1.34560657142857	4.91418066666667
ENSG00000089159.16_PXN	88.6568725666667	22.1220815	32.593124
ENSG00000184060.10_ADAP2	63.7425091333333	2.4512595	7.84243866666667
ENSG00000055211.13_GINM1	28.6408594	6.74284314285714	7.726725
ENSG00000186416.14_NKRF	7.40705233333333	1.78782071428571	2.22255633333333
ENSG00000145604.15_SKP2	132.446678866667	9.89725728571429	41.6589663333333
