name	geneName	logFC	AveExpr	t	P.Value	adj.P.Val	B	STBvsCTB
ENSG00000086570.12_151504093_151568944	FAT2	-15.6280857782465	-10.8484232917918	-11.0465746906775	3.44502105279967e-15	2.02315751367766e-10	24.1452999805564	-15.6280857782465
ENSG00000242950.6_92468380_92477986	ERVW-1	2.54539659542176	7.78790708918005	10.1078509568875	8.07379593188356e-14	1.48839606601965e-09	20.9830447323349	2.54539659542176
ENSG00000173918.14_79022814_79049788	C1QTNF1	18.0982223162329	-6.64604002036074	10.0658251068746	9.32156394036e-14	1.48839606601965e-09	20.8390164728355	18.0982223162329
ENSG00000169567.11_131159027_131171735	HINT1	-2.42552052116304	5.94945548710988	-10.0413073647514	1.01377292626536e-13	1.48839606601965e-09	20.7548972362543	-2.42552052116304
ENSG00000146411.5_133988697_134052636	SLC2A12	17.1789955289581	-7.63168073319942	9.82796780469922	2.11058040779804e-13	2.27016170173893e-09	20.0200656493071	17.1789955289581
ENSG00000182240.15_41167801_41282518	BACE2	17.9120880484946	-7.01298039683632	9.80063251042552	2.31937102362347e-13	2.27016170173893e-09	19.9255437948361	17.9120880484946
ENSG00000135346.8_87085498_87095406	CGA	4.73528133008507	11.132466989243	9.62462612519646	4.2660957676214e-13	3.5790715163586e-09	19.3149831357249	4.73528133008507
ENSG00000115053.15_231453531_231483641	NCL	-1.64869052735301	7.97396268686537	-9.48277050099921	6.9890753215268e-13	5.13059283009131e-09	18.8204810834111	-1.64869052735301
ENSG00000167261.13_67987394_68000586	DPEP2	16.0221152195418	-11.1647508076881	9.17782981076114	2.03437379055661e-12	1.26352587200173e-08	17.7505059779134	16.0221152195418
ENSG00000213030.5_49047638_49049106	CGB8	5.5234981943339	10.4482532562958	9.16192510522047	2.15152463432787e-12	1.26352587200173e-08	17.6944482671521	5.52349819433389
ENSG00000189052.6_49043884_49045311	CGB5	5.47079507314608	11.1787775612648	9.01955370127638	3.55545230880169e-12	1.89819134308179e-08	17.1915825352789	5.47079507314608
ENSG00000104818.14_49031912_49033238	CGB2	5.51003039850384	10.1127604882087	8.97319198522292	4.18907803820786e-12	2.05009988291528e-08	17.0274252190789	5.51003039850384
ENSG00000104827.12_49022869_49024333	CGB3	5.3368142985412	10.1573194338438	8.9443700472364	4.63918351655066e-12	2.09573331058824e-08	16.9252747913703	5.3368142985412
ENSG00000130720.12_130902438_130939286	FIBCD1	16.1368300586601	-7.07926445178701	8.89724932393915	5.48250062497727e-12	2.29979153002172e-08	16.7581106010073	16.1368300586601
ENSG00000088726.15_12733525_12769457	TMEM40	16.8167701408634	-8.82789604761416	8.87349030234272	5.96468378241656e-12	2.33525322993318e-08	16.6737496065649	16.8167701408634
ENSG00000267631.4_49035610_49036895	CGB1	5.42147869325857	9.71518463859471	8.84108834549037	6.69191222531533e-12	2.45622455785058e-08	16.5586210799244	5.42147869325857
ENSG00000115875.18_38743599_38751494	SRSF7	-2.29240011786152	6.09253891594198	-8.78595860403412	8.140571581781e-12	2.76332073022569e-08	16.3625307417696	-2.29240011786152
ENSG00000166086.12_134068925_134152001	JAM3	-4.05441673338427	0.673290738979627	-8.7748189230198	8.4696601467915e-12	2.76332073022569e-08	16.3228768827905	-4.05441673338427
ENSG00000134058.11_69234795_69277430	CDK7	-1.6596971157363	7.43721739656678	-8.7156695511625	1.04552455034822e-11	3.23160632991052e-08	16.1121500806531	-1.6596971157363
ENSG00000171314.8_97426160_97433441	PGAM1	-1.59566768494187	8.76771365132272	-8.61054205953734	1.52136187836026e-11	4.39790562758356e-08	15.7369189760258	-1.59566768494187
ENSG00000196337.11_49054275_49058860	CGB7	5.1703020105937	8.11590640377543	8.60126505245064	1.5726329998e-11	4.39790562758356e-08	15.7037645586356	5.1703020105937
ENSG00000141543.10_80135214_80147183	EIF4A3	-1.29833778303878	6.63889547894089	-8.56515957927439	1.78929205174167e-11	4.44632641869965e-08	15.5746664436851	-1.29833778303878
ENSG00000133639.4_92140278_92145897	BTG1	2.39075127573211	4.99481496298285	8.56085017605557	1.81708301205223e-11	4.44632641869965e-08	15.5592511291073	2.39075127573211
ENSG00000160131.13_151396515_151409364	VMA21	-3.81946868468763	2.26841315093818	-8.51079818505037	2.17353433222497e-11	5.10580602914304e-08	15.3801055192212	-3.81946868468763
ENSG00000257817.1_114713811_114767957	AC026765.2	15.6921149640521	-11.3453169852202	8.35351635430408	3.82108740833433e-11	8.32664496042734e-08	14.8159750625048	15.6921149640521
ENSG00000205581.10_39342315_39349647	HMGN1	-1.79927538793152	4.52232310990676	-8.35299792205893	3.82821213294631e-11	8.32664496042734e-08	14.8141127064323	-1.79927538793152
ENSG00000099901.16_20115938_20127357	RANBP1	-1.96128074081238	7.46315144914725	-8.32665564281668	4.20838294115861e-11	8.82663232090791e-08	14.7194598159425	-1.96128074081238
ENSG00000154274.14_37453941_37623495	C4orf19	16.4493240624043	-4.74020337507138	8.20728367536552	6.46739784847073e-11	1.30969266705911e-07	14.2899630206516	16.4493240624043
ENSG00000139921.12_51240162_51257546	TMX1	-1.98697281503644	6.26437280921361	-8.09373921682605	9.74179842479325e-11	1.90702198697611e-07	13.8806164717899	-1.98697281503644
ENSG00000100644.16_61695513_61748259	HIF1A	-3.22192004246411	5.23280179252673	-8.02914777668614	1.23030246719178e-10	2.33070880615392e-07	13.6474242319867	-3.22192004246411
ENSG00000163430.11_120392293_120451253	FSTL1	-3.86996308555628	4.16070418092631	-8.00801383062465	1.32802285795689e-10	2.43721244935107e-07	13.5710760586835	-3.86996308555628
ENSG00000135624.15_73233420_73253021	CCT7	-1.56066444376691	5.41459062501011	-7.99460399536019	1.39403518570145e-10	2.48083346517239e-07	13.5226197291297	-1.56066444376691
ENSG00000042753.11_46838136_46850992	AP2S1	1.51034845256246	7.11574527023703	7.96377327202981	1.55858336824359e-10	2.66666431727599e-07	13.411178085802	1.51034845256246
ENSG00000176845.12_83079691_83095119	METRNL	14.2723858616139	-10.6277404526035	7.95838672655227	1.58927326620907e-10	2.66666431727599e-07	13.3917027824828	14.2723858616139
ENSG00000144381.16_197486581_197516737	HSPD1	-1.91055817974927	7.31548174523381	-7.94523190429735	1.66679928447012e-10	2.71905893275213e-07	13.3441348446883	-1.91055817974927
ENSG00000138758.11_76949703_77040384	SEPT11	-3.55483817680987	4.24470420768349	-7.91783910291674	1.84064567685305e-10	2.92150266660944e-07	13.2450550448291	-3.55483817680987
ENSG00000142864.14_67407810_67430415	SERBP1	-1.46671569496257	7.08409953208485	-7.84547073376266	2.39271213780284e-10	3.69781067675652e-07	12.9831285820322	-1.46671569496257
ENSG00000184012.11_41464551_41531116	TMPRSS2	15.5149811977942	-5.96530842856475	7.82246755484106	2.60092524979522e-10	3.91652659345446e-07	12.8998227095111	15.5149811977942
ENSG00000134057.14_69167010_69178245	CCNB1	-4.91842503326262	6.46168209921782	-7.80719729302479	2.74909836799501e-10	4.03615749643107e-07	12.8445089813831	-4.91842503326262
ENSG00000112715.21_43770184_43786487	VEGFA	13.4297937328322	-9.82504253090004	7.73908130705252	3.52038035744486e-10	5.04247261589425e-07	12.5976545845545	13.4297937328322
ENSG00000125835.18_2461634_2470853	SNRPB	-1.45852580579229	6.37171510703288	-7.73187832711026	3.61370400125356e-10	5.05290464003853e-07	12.5715400674543	-1.45852580579229
ENSG00000122691.12_19020991_19117672	TWIST1	14.9826946982266	-11.7334903382191	7.70405572328823	3.99810492029848e-10	5.4603885501016e-07	12.4706504884797	14.9826946982266
ENSG00000186076.5_93640822_93641586	AC012085.1	-1.58181623375805	3.78882734763494	-7.66701377943432	4.57433510004e-10	6.10538585045567e-07	12.3362865122874	-1.58181623375805
ENSG00000188338.14_50205246_50221486	SLC38A3	10.7467020735791	1.17965366938955	7.55582800698937	6.85494169018732e-10	8.94600356976958e-07	11.9327067391646	10.7467020735791
ENSG00000241685.9_99325910_99366262	ARPC1A	-1.19224623464383	7.40841918623578	-7.54606638253662	7.10293871268401e-10	9.0681365604303e-07	11.8972566517882	-1.19224623464383
ENSG00000109971.13_123057489_123063230	HSPA8	-3.10465131542847	7.75052921318715	-7.51538963008384	7.94240908338985e-10	9.74325557047049e-07	11.7858351128063	-3.10465131542847
ENSG00000269526.1_53013921_53016122	ERVV-1	4.44060453161656	3.70205300910814	7.51172064952033	8.04925457367925e-10	9.74325557047049e-07	11.7725073220506	4.44060453161656
ENSG00000132341.11_130871879_130877678	RAN	-1.81987682949727	7.03048600695231	-7.5089979990043	8.12947235433538e-10	9.74325557047049e-07	11.7626169136948	-1.81987682949727
ENSG00000261150.2_143857324_143878464	EPPK1	12.7791208135449	-11.120191121363	7.49898809337159	8.43134939671828e-10	9.90295712042148e-07	11.7262529583145	12.7791208135449
ENSG00000146731.10_56051630_56063989	CCT6A	-1.34765752022041	8.06756216060685	-7.47718916807277	9.12822772345516e-10	1.05112437159873e-06	11.6470535664922	-1.34765752022041
ENSG00000106415.12_7968794_8094272	GLCCI1	13.5747769964278	-8.21906796981238	7.44150918240047	1.03956990200435e-09	1.17405426221172e-06	11.5173986275645	13.5747769964278
ENSG00000147140.15_71283192_71301168	NONO	-1.39216788717317	6.15361039253858	-7.42943485926386	1.08634264444078e-09	1.20372914113346e-06	11.4735165159474	-1.39216788717317
ENSG00000149043.16_1828307_1837521	SYT8	-15.719917037792	-7.4613424761373	-7.40831034260407	1.17330528737688e-09	1.27601295577374e-06	11.3967360839524	-15.719917037792
ENSG00000204397.7_105041326_105101431	CARD16	15.4792041340991	-9.95603456780189	7.38433164201778	1.28050539407103e-09	1.35363661935861e-06	11.3095716795082	15.4792041340991
ENSG00000140459.17_74337759_74367740	CYP11A1	2.97078507090602	8.70356368625424	7.37757489085849	1.31244812380828e-09	1.35363661935861e-06	11.2850085725614	2.97078507090601
ENSG00000135111.15_114670254_114684164	TBX3	4.73790073691892	3.89567475909002	7.37119748051958	1.34332983671754e-09	1.35363661935861e-06	11.2618238066058	4.73790073691892
ENSG00000167861.15_74950743_74973166	HID1	16.223143724605	-5.98339878773283	7.36782998948099	1.35992917298956e-09	1.35363661935861e-06	11.2495811906806	16.223143724605
ENSG00000126803.9_64535905_64546173	HSPA2	-4.08366398925607	5.08775894181216	-7.35950068689613	1.40187518473654e-09	1.37213206623372e-06	11.2192989888965	-4.08366398925607
ENSG00000165443.11_59176590_59247774	PHYHIPL	15.4926187045231	-8.74582019628807	7.33483569014432	1.53384725744933e-09	1.47669258833158e-06	11.1296202640047	15.4926187045231
ENSG00000148737.16_112950250_113167678	TCF7L2	-2.52085817501285	2.52276474948376	-7.30667071240018	1.69984059732984e-09	1.61010546386112e-06	11.0272059090337	-2.52085817501285
ENSG00000058668.14_203626561_203744081	ATP2B4	3.32176061176515	3.97454254096904	7.29260718578394	1.78934695747894e-09	1.66798379002961e-06	10.9760640716028	3.32176061176515
ENSG00000116221.15_54184041_54225464	MRPL37	-1.04346795615275	6.20862610029579	-7.27346121763749	1.91883865494759e-09	1.7607443388923e-06	10.9064365711411	-1.04346795615275
ENSG00000248590.2_56593004_56595681	GLDCP1	-12.2418663351442	-10.6173471484725	-7.25999040450532	2.0155345524058e-09	1.82065711320231e-06	10.8574455794213	-12.2418663351442
ENSG00000114686.8_131462212_131502983	MRPL3	-1.69361876304859	5.48890351978393	-7.25586201322634	2.04613498852916e-09	1.82065711320231e-06	10.8424310192009	-1.69361876304859
ENSG00000168490.13_22219704_22232341	PHYHIP	13.1837924262136	-2.21685816154821	7.25032433290088	2.08791341620491e-09	1.83010285363382e-06	10.8222907870037	13.1837924262136
ENSG00000176014.12_12307669_12344320	TUBB6	-2.86003750337632	5.56817481678935	-7.22007465184683	2.3316787749627e-09	1.98593702681117e-06	10.7122703652049	-2.86003750337632
